,idx,target,captions,path
59,59,1,arafly parked blue and white airplane on runway at airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0443884.jpg
60,60,1,there is a large white airplane that is on the runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0752124.jpg
61,61,1,araf cargo plane on the runway of an airport with a cloudy sky,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1097975.jpg
62,62,1,arafed airplane on the runway with mountains in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0122393.jpg
63,63,1,arafed british airways plane on runway with grass and sky in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1337392.jpg
64,64,1,arafly parked airplane on the runway with mountains in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2110536.jpg
65,65,1,arafed airplane on the ground with a polar air cargo logo on it,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0182189.jpg
66,66,1,arafed white and blue jet airliner on runway with building in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2067977.jpg
67,67,1,arafly painted blue and white airplane on runway with grass,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1948449.jpg
68,68,1,araflane on the runway of an airport with trees in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0604668.jpg
69,69,1,there is a large airplane that is taking off from the runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0367973.jpg
70,70,1,arafly painted airplane on runway with mountains in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1538841.jpg
71,71,1,arafed blue and white airplane on runway with airport in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1309306.jpg
72,72,1,arafed airplane on the runway with mountains in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0143080.jpg
73,73,1,arafed plane on the runway at an airport with a sky background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0143341.jpg
74,74,1,arafed airplane taking off from an airport runway with smoke coming out of the tail,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1861153.jpg
75,75,1,there is a large airplane that is sitting on the runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2031775.jpg
76,76,1,arafed cargo plane on runway with cargo sign on side,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1469691.jpg
77,77,1,arafly parked blue and white airplane on runway with city in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0960135.jpg
78,78,1,araflane jetliner taking off from runway at airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1810723.jpg
79,79,1,arafly parked delta airplane on runway with mountains in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2222716.jpg
80,80,1,arafed green airplane on runway with buildings in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0740907.jpg
81,81,1,arafly looking at a delta airplane taking off from the runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1546804.jpg
82,82,1,arafed airplane on the runway with grass and trees in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1702255.jpg
83,83,1,there is a large airplane that is on the runway at the airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0056331.jpg
84,84,1,arafly white airplane on runway with blue and white writing,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2103080.jpg
85,85,1,arafly painted airplane on the runway at an airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1560581.jpg
86,86,1,araflane landing on the runway at an airport with a cloudy sky,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0885966.jpg
87,87,1,there is a large white airplane that is on the runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0447749.jpg
88,88,1,arafed airplane on the runway at an airport with grass and trees,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2026894.jpg
89,89,1,araffle plane on the runway with city in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1136124.jpg
90,90,1,arafed blue and white airplane on runway with grass and sky in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2066262.jpg
91,91,1,arafly parked airplane on the runway at an airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1187431.jpg
92,92,1,arafed airplane on the runway at an airport with a cloudy sky,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0482761.jpg
93,93,1,arafed plane on the runway with city in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2213535.jpg
94,94,1,araflane landing on the runway with a united airlines plane in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0193983.jpg
95,95,1,arafed airplane on the runway with a blue tail,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0781150.jpg
96,96,1,arafly painted plane on runway with people walking around,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1534214.jpg
97,97,1,araflane on the runway of an airport with a building in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0492477.jpg
98,98,1,arafed airplane on the runway with a sky background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1207591.jpg
99,99,1,arafed air canada plane on runway with grass and buildings in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1418227.jpg
100,100,1,arafly painted jet airliner on runway with landing gear down,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1147739.jpg
101,101,1,arafed airplane on the runway with a building in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2248958.jpg
102,102,1,araflane landing on the runway at an airport with a plane in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1143413.jpg
103,103,1,arafly parked airplane on the runway at an airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0923506.jpg
104,104,1,there is a large green and white airplane on the runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1031497.jpg
105,105,1,arafly parked delta airplane on runway with control tower in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1539525.jpg
106,106,1,arafed airplane on the runway with buildings in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0939568.jpg
107,107,1,arafly painted plane on runway with trees in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0487370.jpg
108,108,1,there is a large airplane that is sitting on the runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0729223.jpg
109,109,1,arafly white airplane on runway with grass and trees in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0701140.jpg
110,110,1,arafed airplane on the runway with mountains in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2091929.jpg
111,111,1,arafian air france airplane on runway with mountains in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0225225.jpg
112,112,0,araflane jetliner sitting on tarmac at airport with blue sky,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0295746.jpg
113,113,0,arafed united airlines plane on the tarmac at an airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0147032.jpg
114,114,0,there is a large white airplane that is on the runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1639831.jpg
115,115,0,araflane on the runway of an airport with a plane on the ground,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1909808.jpg
116,116,0,arafian air canada plane on the runway at an airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1568879.jpg
117,117,0,arafly parked airplane on the tarmac at an airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0618871.jpg
118,118,0,araflane on the tarmac of an airport with a clear sky,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1234832.jpg
119,119,0,arafly parked airplane on runway with city in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0205775.jpg
120,120,0,arafed airplane on the runway with a tower in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1013358.jpg
121,121,0,arafed singapore airlines jet sitting on the tarmac at an airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0215875.jpg
122,122,0,there are two large airplanes that are sitting on the runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0187671.jpg
123,123,0,arafly parked airplane on the tarmac at an airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1599803.jpg
124,124,0,arafly painted jetliner sitting on tarmac at airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0481841.jpg
125,125,0,araflane on the runway of an airport with a city in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1891966.jpg
126,126,0,arafal air plane on the tarmac at an airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0237414.jpg
127,127,0,araflane plane on the tarmac at an airport with a loading area,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1380666.jpg
128,128,0,there is a large white plane on the runway at the airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0301964.jpg
129,129,0,arafly painted white and red airplane on tarmac at airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0824047.jpg
130,130,0,there is a large air france plane on the runway at the airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1056320.jpg
131,131,0,arafly parked airplane on the tarmac at an airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0237111.jpg
132,132,0,there are many airplanes parked on the tarmac at the airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1191117.jpg
133,133,0,araflanes of a large passenger jet sitting on a runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0807870.jpg
134,134,0,there are two airplanes that are sitting on the runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0434343.jpg
135,135,0,there is a large white plane on the runway at the airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1885667.jpg
136,136,0,arafian airliner on the runway at an airport with a sky background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0066413.jpg
137,137,0,arafies plane on the tarmac at an airport with cars nearby,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0796416.jpg
138,138,0,arafed airplane on the runway with a red tail,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1426948.jpg
139,139,0,arafly parked airplane on tarmac with blue sky in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0185316.jpg
140,140,0,araflanes on the tarmac at an airport with other planes,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0241450.jpg
141,141,0,araflane jet airliner taking off from runway with landing gear down,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1621237.jpg
142,142,0,there is a large white and blue airplane on the runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0836146.jpg
143,143,0,arafed airplane on the tarmac at an airport with other planes in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0175819.jpg
144,144,0,arafed airplane with a blue tail and white tail fin,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0219233.jpg
145,145,0,there is a large white airplane that is on the runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1389257.jpg
146,146,0,araflanes on the tarmac of an airport with a plane parked on the runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0745521.jpg
147,147,0,arafies are on the runway of an airport with a plane in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1840423.jpg
148,148,0,araflanes air plane parked on the tarmac at an airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/2025767.jpg
149,149,0,araf cargo plane on the runway at an airport with a sky background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/2258288.jpg
150,150,0,arafly parked airplane on the runway with a blue sky in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0396589.jpg
151,151,0,araflane on the runway of an airport with a plane in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1617649.jpg
152,152,0,arafly parked airplane on the runway at an airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0522853.jpg
153,153,0,arafed plane on the tarmac at an airport with a blue sky,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0181735.jpg
154,154,0,araflane jet sitting on tarmac at airport with blue sky,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1869981.jpg
155,155,0,araflanes on the tarmac of an airport with a building in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/2220792.jpg
156,156,0,there is a large white and red airplane on the runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1857215.jpg
157,157,0,arafly painted airplane on runway with buildings in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1058491.jpg
158,158,0,arafed cargo plane on the tarmac at an airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1004164.jpg
159,159,0,araflane on the runway of an airport with a red and white plane,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1879898.jpg
160,160,0,araflane parked in front of a hangar with a large yellow airplane,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0418967.jpg
161,161,0,there is a large jetliner sitting on the runway at the airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0301967.jpg
162,162,0,araflane on the tarmac of an airport with a plane on the ground,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/2221573.jpg
163,163,0,arafed plane on the tarmac at an airport with other planes in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0127637.jpg
164,164,0,arafed airplane on the tarmac with people walking around it,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1906074.jpg
165,165,0,araflanes on the tarmac at an airport with a plane parked,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0066533.jpg
166,166,0,araflane plane taking off from an airport runway with buildings in the background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1619902.jpg
167,167,0,arafian jetliner sitting on tarmac at airport with other vehicles nearby,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0114420.jpg
168,168,0,arafed white airplane on tarmac with people boarding it,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1291894.jpg
169,169,0,there is a large white airplane that is parked on the runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1333717.jpg
170,170,0,araffair air france airplane on the tarmac at the airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1462854.jpg
171,171,0,there are two large airplanes that are sitting on the tarmac,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0681535.jpg
172,172,0,arafexress net airplane on the tarmac at an airport,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/0102223.jpg
173,173,0,arafed passenger jet on runway with cloudy sky in background,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1423425.jpg
174,174,0,araflanes on the tarmac of an airport with a plane parked on the runway,/shared/lisabdunlap/vl-attention/data/planes/manufacturer/biased_ground_type/train/Airbus/road/1113588.jpg
